granter_ministry,grant_date,grant_month,grant_year,amount,grantee_clean,grantee,grantee_detail,grantee_jcn,description,grant_name,grant_type,npo_type,admin_division,filename
MEXT,2011-06-30,2011 Jun,2011,3900000,日本放射線技術学会,公益社団法人日本放射線技術学会,公益社団法人日本放射線技術学会,NA,科学研究費助成事業（科学研究費補助金）,（目）科学研究費補助金,Subsidy,公社,国所管,h23_youshiki1
MEXT,2011-06-30,2011 Jun,2011,4400000,物理探査学会,一般社団法人物理探査学会,社団法人物理探査学会,NA,科学研究費助成事業（科学研究費補助金）,（目）科学研究費補助金,Subsidy,特社,国所管,h23_youshiki1
MEXT,2011-06-30,2011 Jun,2011,6400000,応用物理学会,公益社団法人応用物理学会,公益社団法人応用物理学会,NA,科学研究費助成事業（科学研究費補助金）,（目）科学研究費補助金,Subsidy,公社,国所管,h23_youshiki1
MEXT,2011-06-30,2011 Jun,2011,7900000,日本表面科学会,公益社団法人日本表面科学会,社団法人日本表面科学会,NA,科学研究費助成事業（科学研究費補助金）,（目）科学研究費補助金,Subsidy,特社,国所管,h23_youshiki1
MEXT,2011-06-30,2011 Jun,2011,8100000,徳川黎明会,公益財団法人徳川黎明会,公益財団法人 徳川黎明会,NA,科学研究費助成事業（科学研究費補助金）,（目）科学研究費補助金,Subsidy,公財,国所管,h23_youshiki1
MEXT,2011-06-30,2011 Jun,2011,8300000,日本航空宇宙学会,一般社団法人日本航空宇宙学会,社団法人日本航空宇宙学会,NA,科学研究費助成事業（科学研究費補助金）,（目）科学研究費補助金,Subsidy,特社,国所管,h23_youshiki1
MEXT,2011-06-30,2011 Jun,2011,9000000,映像情報メディア学会,一般社団法人映像情報メディア学会,社団法人映像情報メディア学会,NA,科学研究費助成事業（科学研究費補助金）,（目）科学研究費補助金,Subsidy,特社,国所管,h23_youshiki1
MEXT,2011-06-30,2011 Jun,2011,13000000,労働科学研究所,公益財団法人労働科学研究所,財団法人 労働科学研究所,NA,科学研究費助成事業（科学研究費補助金）,（目）科学研究費補助金,Subsidy,特財,国所管,h23_youshiki1
MEXT,2011-06-30,2011 Jun,2011,15000000,国際高等研究所,財団法人国際高等研究所,財団法人 国際高等研究所,NA,科学研究費助成事業（科学研究費補助金）,（目）科学研究費補助金,Subsidy,特財,国所管,h23_youshiki1
MEXT,2011-06-30,2011 Jun,2011,56000000,山階鳥類研究所,公益財団法人山階鳥類研究所,財団法人 山階鳥類研究所,NA,科学研究費助成事業（科学研究費補助金）,（目）科学研究費補助金,Subsidy,特財,国所管,h23_youshiki1
MEXT,2011-06-30,2011 Jun,2011,110000000,東洋文庫,財団法人東洋文庫,財団法人 東洋文庫,NA,科学研究費助成事業（科学研究費補助金）,（目）科学研究費補助金,Subsidy,特財,国所管,h23_youshiki1
MEXT,2011-06-30,2011 Jun,2011,120000000,実験動物中央研究所,公益財団法人実験動物中央研究所,公益財団法人 実験動物中央研究所,NA,科学研究費助成事業（科学研究費補助金）,（目）科学研究費補助金,Subsidy,公財,国所管,h23_youshiki1
MEXT,2011-06-30,2011 Jun,2011,287300000,がん研究会,公益財団法人がん研究会,公益財団法人 がん研究会,NA,科学研究費助成事業（科学研究費補助金）,（目）科学研究費補助金,Subsidy,公財,国所管,h23_youshiki1
MEXT,2011-06-30,2011 Jun,2011,700000,日本物理学会,一般社団法人日本物理学会,社団法人日本物理学会,NA,科学研究費助成事業（科学研究費補助金）,（目）科学研究費補助金,Subsidy,特社,国所管,h23_youshiki1
MEXT,2011-06-30,2011 Jun,2011,1400000,日本畜産学会,社団法人日本畜産学会,社団法人日本畜産学会,NA,科学研究費助成事業（科学研究費補助金）,（目）科学研究費補助金,Subsidy,特社,国所管,h23_youshiki1
MEXT,2011-06-30,2011 Jun,2011,7000000,服部植物研究所,財団法人服部植物研究所,財団法人 服部植物研究所,NA,科学研究費助成事業（科学研究費補助金）,（目）科学研究費補助金,Subsidy,特財,国所管,h23_youshiki1
MEXT,2011-07-01,2011 Jul,2011,10579000,びわこビジタ-ズビュ-ロ-,社団法人びわこビジターズビューロー,社団法人びわこビジターズビューロー,NA,地域の文化遺産を活かした観光振興・地域活性化事業,(目)文化芸術振興費補助金,Subsidy,特社,国所管,h23_youshiki1
MEXT,2011-07-01,2011 Jul,2011,624000,日本書道教育学会,財団法人日本書道教育学会,財団法人日本書道教育学会,NA,地域の文化遺産を活かした観光振興・地域活性化事業,(目)文化芸術振興費補助金,Subsidy,特財,国所管,h23_youshiki1
MEXT,2011-07-01,2011 Jul,2011,1282000,徳川黎明会,公益財団法人徳川黎明会,公益財団法人徳川黎明会,NA,地域の文化遺産を活かした観光振興・地域活性化事業,(目)文化芸術振興費補助金,Subsidy,公財,国所管,h23_youshiki1
MEXT,2011-07-01,2011 Jul,2011,2059000,日本刀文化振興協会,公益財団法人日本刀文化振興協会,公益財団法人日本刀文化振興協会,NA,地域の文化遺産を活かした観光振興・地域活性化事業,(目)文化芸術振興費補助金,Subsidy,公財,国所管,h23_youshiki1
MEXT,2011-07-01,2011 Jul,2011,5561000,日本書道教育学会,財団法人日本書道教育学会,財団法人日本書道教育学会,NA,地域の文化遺産を活かした観光振興・地域活性化事業,(目)文化芸術振興費補助金,Subsidy,特財,国所管,h23_youshiki1
MEXT,2011-07-01,2011 Jul,2011,5565000,全日本郷土芸能協会,公益社団法人全日本郷土芸能協会,社団法人全日本郷土芸能協会,NA,地域の文化遺産を活かした観光振興・地域活性化事業,(目)文化芸術振興費補助金,Subsidy,特社,国所管,h23_youshiki1
MEXT,2011-07-01,2011 Jul,2011,6108000,山本能楽堂,公益財団法人山本能楽堂,公益財団法人山本能楽堂,NA,地域の文化遺産を活かした観光振興・地域活性化事業,(目)文化芸術振興費補助金,Subsidy,公財,国所管,h23_youshiki1
MEXT,2011-07-01,2011 Jul,2011,9800000,全日本きものコンサルタント協会,社団法人全日本きものコンサルタント協会,社団法人全日本きものコンサルタント協会,NA,地域の文化遺産を活かした観光振興・地域活性化事業,(目)文化芸術振興費補助金,Subsidy,特社,国所管,h23_youshiki1
MEXT,2011-07-15,2011 Jul,2011,54000000,サイトウ・キネン財団,公益財団法人サイトウ・キネン財団,公益財団法人サイトウ・キネン財団,NA,国際芸術交流支援事業,（目）文化芸術振興費補助金,Subsidy,公財,国所管,h23_youshiki1
MEXT,2011-08-05,2011 Aug,2011,5000000,セゾン文化財団,公益財団法人セゾン文化財団,公益財団法人セゾン文化財団,NA,文化芸術の海外発信拠点形成事業,(目)文化芸術振興費補助金,Subsidy,公財,国所管,h23_youshiki1
MEXT,2011-08-29,2011 Aug,2011,3121000,山本能楽堂,公益財団法人山本能楽堂,公益財団法人山本能楽堂,NA,国宝重要文化財等保存整備費補助金,(目)国宝重要文化財等保存整備費補助金,Subsidy,公財,国所管,h23_youshiki1
MEXT,2011-08-29,2011 Aug,2011,6840000,筑後川昇開橋観光財団,財団法人筑後川昇開橋観光財団,財団法人筑後川昇開橋観光財団,NA,国宝重要文化財等保存整備費補助金,(目)国宝重要文化財等保存整備費補助金,Subsidy,特財,国所管,h23_youshiki1
MEXT,2011-09-01,2011 Sep,2011,30943472,関西文化学術研究都市推進機構,公益財団法人関西文化学術研究都市推進機構,財団法人関西文化学術研究都市推進機構,NA,<イノベーションシステム整備事業>地域イノベーション戦略支援プログラム（国際競争力強化地域）,（目）地域産学官連携科学技術振興事業費補助金,Subsidy,特財,国所管,h23_youshiki1
MEXT,2011-09-14,2011 Sep,2011,10736842,放射線利用振興協会,財団法人放射線利用振興協会,一般財団法人放射線利用振興協会,NA,原子力人材育成等推進事業費補助金（原子力発電所事故時の児童・生徒の安全確保のためのシステム構築）,（目）原子力人材育成等推進事業費補助金,Subsidy,特財,国所管,h23_youshiki1
MEXT,2011-09-30,2011 Sep,2011,25430948,若狭湾エネルギ-研究センタ-,財団法人若狭湾エネルギー研究センター,財団法人若狭湾エネルギー研究センター,NA,原子力人材育成等推進事業費補助金（福井の人材育成機能等を活用した原子力の安全・国際協力に資する人材育成）,（目）原子力人材育成等推進事業費補助金,Subsidy,特財,国所管,h23_youshiki1
MEXT,2011-10-07,2011 Oct,2011,3000000,日本ナショナルトラスト,公益財団法人日本ナショナルトラスト,財団法人日本ナショナルトラスト,NA,国宝重要文化財等保存整備費補助金,(目)国宝重要文化財等保存整備費補助金,Subsidy,特財,国所管,h23_youshiki1
MEXT,2011-10-07,2011 Oct,2011,4000000,長唄協会,一般社団法人長唄協会,社団法人長唄協会,NA,国宝重要文化財等保存整備費補助金,(目)国宝重要文化財等保存整備費補助金,Subsidy,特社,国所管,h23_youshiki1
MEXT,2011-10-07,2011 Oct,2011,4000000,日本奇術協会,公益社団法人日本奇術協会,社団法人日本奇術協会,NA,国宝重要文化財等保存整備費補助金,(目)国宝重要文化財等保存整備費補助金,Subsidy,特社,国所管,h23_youshiki1
MEXT,2011-10-14,2011 Oct,2011,136000,全日本私立幼稚園幼児教育研究機構,財団法人全日本私立幼稚園幼児教育研究機構,財団法人全日本私立幼稚園幼児教育研究機構,NA,山間地離島へき地等免許状更新講習開設事業,（目）教員講習開設事業費等補助金,Subsidy,特財,国所管,h23_youshiki1
MEXT,2011-11-01,2011 Nov,2011,11221000,山本能楽堂,公益財団法人山本能楽堂,公益財団法人山本能楽堂,NA,国際芸術交流支援事業,（目）文化芸術振興費補助金,Subsidy,公財,国所管,h23_youshiki1
MEXT,2011-11-02,2011 Nov,2011,3100000,落語芸術協会,公益社団法人落語芸術協会,公益社団法人落語芸術協会,NA,国際芸術交流支援事業,（目）文化芸術振興費補助金,Subsidy,公社,国所管,h23_youshiki1
MEXT,2011-11-02,2011 Nov,2011,28000000,日本宇宙フォ-ラム,財団法人日本宇宙フォーラム,財団法人日本宇宙フォーラム,NA,宇宙開発利用の持続的発展のための“宇宙状況認識（Space　Situational Awareness：SSA）”に関する国際シンポジウム,（目）科学技術戦略推進費補助金,Subsidy,特財,国所管,h23_youshiki1
MEXT,2012-02-01,2012 Feb,2012,44500000,日本舞踊振興財団,公益財団法人日本舞踊振興財団,公益財団法人日本舞踊振興財団,NA,国際芸術交流支援事業,(目)文化芸術振興費補助金,Subsidy,公財,国所管,h23_youshiki1
MEXT,2012-02-03,2012 Feb,2012,8042000,徳川ミュ-ジアム,公益財団法人徳川ミュージアム,公益財団法人徳川ミュージアム,NA,国宝重要文化財等保存整備費補助金,(目)国宝重要文化財等保存整備費補助金,Subsidy,公財,国所管,h23_youshiki1
MEXT,2012-03-09,2012 Mar,2012,2061875000,核物質管理センタ-,公益財団法人核物質管理センター,公益財団法人核物質管理センター,NA,保障措置業務交付金交付事業,(目）保障措置業務交付金,Subsidy,公財,国所管,h23_youshiki1
MHLW,2011-04-01,2011 Apr,2011,228442000,港湾労働安定協会,一般財団法人港湾労働安定協会,財団法人港湾労働安定協会,NA,港湾労働者派遣事業等交付金,"(項)地域雇用機会創出等対策費
(目)港湾労働者派遣事業等交付金",Subsidy,特財,国所管,h23_youshiki1
MHLW,2011-04-01,2011 Apr,2011,5453181000,産業医学振興財団,公益財団法人産業医学振興財団,財団法人産業医学振興財団,NA,産業医学助成費補助金,"(項)労働安全衛生対策費
(目)産業医学助成費補助金
",Subsidy,特財,国所管,h23_youshiki1
MHLW,2011-04-01,2011 Apr,2011,1994574000,産業雇用安定センタ-,財団法人産業雇用安定センター,財団法人産業雇用安定センター,NA,産業雇用安定センター補助金,"(項)地域雇用機会創出等対策費
(目)産業雇用安定センター補助金",Subsidy,特財,国所管,h23_youshiki1
MHLW,2011-04-01,2011 Apr,2011,5154911000,日本労働者信用基金協会,一般社団法人日本労働者信用基金協会,"社団法人日本労働者信用基金協会
",NA,就職安定資金融資事業,"(項)高齢者等雇用安定・促進費
(目)雇用開発支援事業費等補助金",Subsidy,特社,国所管,h23_youshiki1
MHLW,2011-04-07,2011 Apr,2011,2031764000,放射線影響研究所,公益財団法人放射線影響研究所,(財)放射線影響研究所,NA,放射線影響研究所補助金,"(項)原爆被爆者等援護対策費
(目)放射線影響研究所補助金",Subsidy,特財,国所管,h23_youshiki1
