granter_ministry,granter_jcn,grant_date,grant_month,grant_year,amount,amount_est,grantee_clean,grantee,grantee_detail,grantee_jcn,grant_name,description,grant_type,npo_type,admin_division,num_bidders,competitive_bid,contract_reason,govt_reemployees,filename
MLIT,NA,2011-04-01,2011 Apr,2011,68250000,70182000,中国建設弘済会,社団法人中国建設弘済会,"（社）中国建設弘済会
広島県広島市中区八丁堀１５－１０　セントラルビル４階",NA,"分任支出負担行為担当官
中国地方整備局
出雲河川事務所長　平山　大輔
島根県出雲市塩冶有原町5-1","出雲河川放水路開削部工事監督支援業務
出雲河川事務所管内
履行期限　平成25年3月31日
土木関係建設コンサルタント業務",Public Works,特社,国所管,1,Competitive,NA,NA,h23_youshiki2-1
MLIT,NA,2011-04-01,2011 Apr,2011,31500000,32056500,中国建設弘済会,社団法人中国建設弘済会,"（社）中国建設弘済会
広島県広島市中区八丁堀１５－１０　セントラルビル４階",NA,"分任支出負担行為担当官
中国地方整備局
出雲河川事務所長　平山　大輔
島根県出雲市塩冶有原町5-1","出雲河川放水路外積算技術業務
出雲河川事務所管内
履行期限　平成24年3月31日
土木関係建設コンサルタント業務",Public Works,特社,国所管,1,Competitive,NA,NA,h23_youshiki2-1
MLIT,NA,2011-04-01,2011 Apr,2011,68250000,70087500,中国建設弘済会,社団法人中国建設弘済会,"（社）中国建設弘済会
広島県広島市中区八丁堀１５－１０　セントラルビル４階",NA,"分任支出負担行為担当官
中国地方整備局
出雲河川事務所長　平山　大輔
島根県出雲市塩冶有原町5-1","出雲河川放水路呑口部工事監督支援業務
出雲河川事務所管内
履行期限　平成25年3月31日
土木関係建設コンサルタント業務",Public Works,特社,国所管,1,Competitive,NA,NA,h23_youshiki2-1
MLIT,NA,2011-04-01,2011 Apr,2011,15225000,15340500,中国建設弘済会,社団法人中国建設弘済会,"（社）中国建設弘済会
広島県広島市中区八丁堀１５－１０　セントラルビル４階",NA,"分任支出負担行為担当官
中国地方整備局
松江国道事務所長　森下　博之
島根県松江市西津田2-6-28","松江国道技術審査業務
松江国道事務所管内
履行期限　平成24年3月31日
土木関係建設コンサルタント業務",Public Works,特社,国所管,1,Competitive,NA,NA,h23_youshiki2-1
MLIT,NA,2011-04-01,2011 Apr,2011,79380000,80724000,中国建設弘済会,社団法人中国建設弘済会,"（社）中国建設弘済会
広島県広島市中区八丁堀１５－１０　セントラルビル４階",NA,"分任支出負担行為担当官
中国地方整備局
松江国道事務所長　森下　博之
島根県松江市西津田2-6-28","松江国道事務所管理積算技術業務
松江国道事務所管内
履行期限　平成25年3月31日
土木関係建設コンサルタント業務",Public Works,特社,国所管,1,Competitive,NA,NA,h23_youshiki2-1
MLIT,NA,2011-04-01,2011 Apr,2011,94500000,95665500,中国建設弘済会,社団法人中国建設弘済会,"（社）中国建設弘済会
広島県広島市中区八丁堀１５－１０　セントラルビル４階",NA,"分任支出負担行為担当官
中国地方整備局
松江国道事務所長　森下　博之
島根県松江市西津田2-6-28","松江国道道路管理支援業務
松江国道事務所管内
履行期限　平成26年3月31日
土木関係建設コンサルタント業務",Public Works,特社,国所管,1,Competitive,NA,NA,h23_youshiki2-1
MLIT,NA,2011-04-01,2011 Apr,2011,18900000,19057500,中国建設弘済会,社団法人中国建設弘済会,"（社）中国建設弘済会
広島県広島市中区八丁堀１５－１０　セントラルビル４階",NA,"分任支出負担行為担当官
中国地方整備局
松江国道事務所長　森下　博之
島根県松江市西津田2-6-28","松江国道特車申請支援業務
松江国道事務所管内
履行期限　平成24年3月31日
土木関係建設コンサルタント業務",Public Works,特社,国所管,1,Competitive,NA,NA,h23_youshiki2-1
MLIT,NA,2011-04-01,2011 Apr,2011,84000000,104653500,中国建設弘済会,社団法人中国建設弘済会,"（社）中国建設弘済会
広島県広島市中区八丁堀１５－１０　セントラルビル４階",NA,"分任支出負担行為担当官
中国地方整備局
松江国道事務所長　森下　博之
島根県松江市西津田2-6-28","仁摩温泉津道路仁摩地区工事監督支援業務
島根県大田市仁摩町
履行期限　平成25年3月31日
土木関係建設コンサルタント業務",Public Works,特社,国所管,2,Competitive,NA,NA,h23_youshiki2-1
MLIT,NA,2011-04-01,2011 Apr,2011,38535000,38787000,中国建設弘済会,社団法人中国建設弘済会,"（社）中国建設弘済会
広島県広島市中区八丁堀１５－１０　セントラルビル４階",NA,"分任支出負担行為担当官
中国地方整備局
日野川河川事務所長　藤原　博昭
鳥取県米子市古豊千678","菅沢ダム管理支援業務
鳥取県日野郡日南町
履行期限　平成24年3月31日
土木関係建設コンサルタント業務",Public Works,特社,国所管,1,Competitive,NA,NA,h23_youshiki2-1
MLIT,NA,2011-04-01,2011 Apr,2011,14595000,18480000,中国建設弘済会,社団法人中国建設弘済会,"（社）中国建設弘済会
広島県広島市中区八丁堀１５－１０　セントラルビル４階",NA,"分任支出負担行為担当官
中国地方整備局
広島国道事務所長　三橋　勝彦
広島県広島市南区東雲2-13-28","西条維持修繕工事監督支援業務
広島国道事務所　西条維持出張所管内
履行期限　平成24年3月31日
土木関係建設コンサルタント業務",Public Works,特社,国所管,3,Competitive,NA,NA,h23_youshiki2-1
MLIT,NA,2011-04-01,2011 Apr,2011,27300000,27972000,中国建設弘済会,社団法人中国建設弘済会,"（社）中国建設弘済会
広島県広島市中区八丁堀１５－１０　セントラルビル４階",NA,"分任支出負担行為担当官
中国地方整備局
鳥取河川国道事務所長　田中　衛
鳥取県鳥取市田園町4-400","千代川河川巡視支援業務
千代川水系直轄管理区間
履行期限　平成25年3月31日
土木関係建設コンサルタント業務",Public Works,特社,国所管,1,Competitive,NA,NA,h23_youshiki2-1
MLIT,NA,2011-04-01,2011 Apr,2011,57960000,73899000,中国建設弘済会,社団法人中国建設弘済会,"（社）中国建設弘済会
広島県広島市中区八丁堀１５－１０　セントラルビル４階",NA,"分任支出負担行為担当官
中国地方整備局
倉吉河川国道事務所長　江角　忠也
鳥取県倉吉市福庭町1-18","倉吉改築積算技術業務
鳥取県倉吉市
履行期限　平成24年3月31日
土木関係建設コンサルタント業務",Public Works,特社,国所管,2,Competitive,NA,NA,h23_youshiki2-1
MLIT,NA,2011-04-01,2011 Apr,2011,14910000,15088500,中国建設弘済会,社団法人中国建設弘済会,"（社）中国建設弘済会
広島県広島市中区八丁堀１５－１０　セントラルビル４階",NA,"分任支出負担行為担当官
中国地方整備局
倉吉河川国道事務所長　江角　忠也
鳥取県倉吉市福庭町1-18","倉吉外技術審査業務
鳥取県鳥取市青谷町～米子市陰田町地内
履行期限　平成24年3月31日
土木関係建設コンサルタント業務",Public Works,特社,国所管,1,Competitive,NA,NA,h23_youshiki2-1
MLIT,NA,2011-04-01,2011 Apr,2011,36120000,45916500,中国建設弘済会,社団法人中国建設弘済会,"（社）中国建設弘済会
広島県広島市中区八丁堀１５－１０　セントラルビル４階",NA,"分任支出負担行為担当官
中国地方整備局
倉吉河川国道事務所長　江角　忠也
鳥取県倉吉市福庭町1-18","倉吉道路管理課積算技術業務
倉吉河川国道事務所管内
履行期限　平成25年3月31日
土木関係建設コンサルタント業務",Public Works,特社,国所管,2,Competitive,NA,NA,h23_youshiki2-1
MLIT,NA,2011-04-01,2011 Apr,2011,29715000,30072000,中国建設弘済会,社団法人中国建設弘済会,"（社）中国建設弘済会
広島県広島市中区八丁堀１５－１０　セントラルビル４階",NA,"分任支出負担行為担当官
中国地方整備局
倉吉河川国道事務所長　江角　忠也
鳥取県倉吉市福庭町1-18","倉吉道路管理支援業務
鳥取県東伯郡湯梨浜町～鳥取県米子市
履行期限　平成24年3月31日
土木関係建設コンサルタント業務",Public Works,特社,国所管,1,Competitive,NA,NA,h23_youshiki2-1
MLIT,NA,2011-04-01,2011 Apr,2011,11025000,11235000,中国建設弘済会,社団法人中国建設弘済会,"（社）中国建設弘済会
広島県広島市中区八丁堀１５－１０　セントラルビル４階",NA,"分任支出負担行為担当官
中国地方整備局
倉吉河川国道事務所長　江角　忠也
鳥取県倉吉市福庭町1-18","倉吉特車申請支援業務
鳥取県倉吉市
履行期限　平成24年3月31日
土木関係建設コンサルタント業務",Public Works,特社,国所管,1,Competitive,NA,NA,h23_youshiki2-1
MLIT,NA,2011-04-01,2011 Apr,2011,21000000,21094500,中国建設弘済会,社団法人中国建設弘済会,"（社）中国建設弘済会
広島県広島市中区八丁堀１５－１０　セントラルビル４階",NA,"分任支出負担行為担当官
中国地方整備局
太田川河川事務所長　宮川　勇二
広島県広島市中区八丁堀3-20","太田川河川許認可審査支援業務
太田川河川事務所己斐出張所及び大芝・可部出張所
履行期限　平成24年3月31日
土木関係建設コンサルタント業務",Public Works,特社,国所管,1,Competitive,NA,NA,h23_youshiki2-1
MLIT,NA,2011-04-01,2011 Apr,2011,12705000,12841500,中国建設弘済会,社団法人中国建設弘済会,"（社）中国建設弘済会
広島県広島市中区八丁堀１５－１０　セントラルビル４階",NA,"分任支出負担行為担当官
中国地方整備局
太田川河川事務所長　宮川　勇二
広島県広島市中区八丁堀3-20","太田川河川事務所技術審査業務
広島県広島市中区
履行期限　平成24年3月31日
土木関係建設コンサルタント業務",Public Works,特社,国所管,1,Competitive,NA,NA,h23_youshiki2-1
MLIT,NA,2011-04-01,2011 Apr,2011,48510000,48793500,中国建設弘済会,社団法人中国建設弘済会,"（社）中国建設弘済会
広島県広島市中区八丁堀１５－１０　セントラルビル４階",NA,"分任支出負担行為担当官
中国地方整備局
太田川河川事務所長　宮川　勇二
広島県広島市中区八丁堀3-20","太田川水系高瀬堰管理支援業務
広島県広島市安佐南区八木地先
履行期限　平成25年3月31日
土木関係建設コンサルタント業務",Public Works,特社,国所管,1,Competitive,NA,NA,h23_youshiki2-1
MLIT,NA,2011-04-01,2011 Apr,2011,42000000,43764000,中国建設弘済会,社団法人中国建設弘済会,"（社）中国建設弘済会
広島県広島市中区八丁堀１５－１０　セントラルビル４階",NA,"分任支出負担行為担当官
中国地方整備局
出雲河川事務所長　平山　大輔
島根県出雲市塩冶有原町5-1","中海・宍道湖河川巡視支援業務
出雲河川事務所管内
履行期限　平成24年3月31日
土木関係建設コンサルタント業務",Public Works,特社,国所管,2,Competitive,NA,NA,h23_youshiki2-1
MLIT,NA,2011-04-01,2011 Apr,2011,24675000,24853500,中国建設弘済会,社団法人中国建設弘済会,"（社）中国建設弘済会
広島県広島市中区八丁堀１５－１０　セントラルビル４階",NA,"支出負担行為担当官
中国地方整備局長　福田　功
広島県広島市中区上八丁堀6-30","中国地方整備局技術審査業務
広島県広島市中区上八丁堀６－３０
履行期限　平成24年3月31日
土木関係建設コンサルタント業務",Public Works,特社,国所管,1,Competitive,NA,NA,h23_youshiki2-1
